ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,sessions_per_day,km_per_drive,total_navigations,favorite_ratio,driving_consistency,inactive_days,inactive_ratio,device_android
3367,retained,33,31,98.59025885,1085,56,68,3410.282339,1184.044547,29,28,iPhone,1.137931034482759,110.0091077096774,124,1.0,0.9655172413793104,1056,0.9732718894009216,0
3368,retained,88,72,262.2865518,216,171,59,3465.986787,735.3721284,19,19,Android,4.631578947368421,48.138705375,230,1.0,1.0,197,0.9120370370370372,1
3369,retained,5,4,85.35910477,177,52,0,5920.875476,2125.732903,30,27,iPhone,0.1666666666666666,1480.218869,52,1.0,0.9,147,0.8305084745762712,0
3370,retained,118,94,196.7838984,2526,0,0,5169.915064,1939.050462,13,7,Android,9.076923076923077,54.99909642553191,0,0.0,0.5384615384615384,2513,0.9948535233570864,1
3371,retained,165,132,175.6308547,1796,176,104,2134.902528,1149.368052,18,16,iPhone,9.166666666666666,16.173504,280,1.0,0.8888888888888888,1778,0.989977728285078,0
3372,retained,193,155,487.6654815,2719,64,36,2412.425871,1586.426139,19,13,iPhone,10.157894736842104,15.564037877419354,100,1.0,0.6842105263157895,2700,0.9930121368150056,0
3373,retained,89,80,216.7673382,2657,62,28,2961.061437,2178.955151,3,0,Android,29.666666666666668,37.0132679625,90,1.0,0.0,2654,0.9988709070380128,1
3374,retained,67,57,257.3401095,1896,320,34,3365.597874,2614.638457,27,25,Android,2.4814814814814814,59.04557673684211,354,1.0,0.925925925925926,1869,0.985759493670886,1
3375,retained,176,141,188.5904947,2017,0,37,6773.527067,1962.443649,29,22,iPhone,6.068965517241379,48.03919905673759,37,1.0,0.7586206896551724,1988,0.9856222112047596,0
3376,retained,77,62,100.4705833,324,9,67,3163.512,2419.688406,10,5,Android,7.7,51.0243870967742,76,1.0,0.5,314,0.9691358024691358,1
3377,retained,50,43,102.4480941,1588,142,54,5916.973338,1414.699759,23,19,Android,2.1739130434782608,137.60403111627906,196,1.0,0.8260869565217391,1565,0.9855163727959698,1
3378,retained,4,4,123.429291,910,250,11,5228.886432,1239.952316,30,20,iPhone,0.1333333333333333,1307.221608,261,1.0,0.6666666666666666,880,0.967032967032967,0
3379,churned,50,41,257.9194155,18,48,5,4422.508278,1706.59763,18,18,Android,2.7777777777777777,107.8660555609756,53,1.0,1.0,0,0.0,1
3380,retained,43,36,326.4467832,2414,0,0,3801.371828,2412.368922,25,21,Android,1.72,105.59366188888887,0,0.0,0.84,2389,0.9896437448218725,1
3381,retained,114,92,279.5617397,3175,15,43,6021.932899,4483.134537,17,10,Android,6.705882352941177,65.45579238043479,58,1.0,0.5882352941176471,3158,0.9946456692913386,1
3382,retained,97,78,213.4416186,1822,34,0,877.9361137,517.1315821,8,8,iPhone,12.125,11.255591201282051,34,1.0,1.0,1814,0.995609220636663,0
3383,churned,34,27,273.6645705,1339,311,48,3954.795579,1814.466301,4,4,iPhone,8.5,146.47391033333335,359,1.0,1.0,1335,0.9970126960418224,0
3384,retained,16,13,29.77031919,1653,118,88,912.8065283,507.1348911,20,20,iPhone,0.8,70.21588679230769,206,1.0,1.0,1633,0.9879007864488808,0
3385,,36,30,57.86993432,1974,6,32,744.117489,520.2398085,7,6,iPhone,5.142857142857143,24.8039163,38,1.0,0.8571428571428571,1967,0.99645390070922,0
3386,retained,198,163,245.3302896,2445,21,0,4527.575398,3471.342202,7,1,iPhone,28.285714285714285,27.77653618404908,21,1.0,0.1428571428571428,2438,0.9971370143149284,0
3387,retained,22,18,161.0194848,648,212,11,4591.922238,2849.168882,20,16,iPhone,1.1,255.106791,223,1.0,0.8,628,0.9691358024691358,0
3388,retained,186,160,375.1961153,2834,330,16,4579.316016,2069.318982,7,7,iPhone,26.571428571428573,28.6207251,346,1.0,1.0,2827,0.997529992942837,0
3389,retained,2,2,45.66839298,1126,77,0,4551.660832,3246.000202,21,12,iPhone,0.0952380952380952,2275.830416,77,1.0,0.5714285714285714,1105,0.9813499111900532,0
3390,churned,48,40,111.9531409,3220,164,0,2354.134277,1656.119327,11,10,iPhone,4.363636363636363,58.853356925,164,1.0,0.9090909090909092,3209,0.996583850931677,0
3391,,147,119,784.3309671,2319,89,0,3247.31117,1851.528057,7,2,iPhone,21.0,27.288329159663864,89,1.0,0.2857142857142857,2312,0.9969814575247952,0
3392,retained,29,23,56.06254254,941,126,0,5896.259216,1761.349069,28,18,Android,1.0357142857142858,256.3590963478261,126,1.0,0.6428571428571429,913,0.9702444208289054,1
3393,retained,106,87,110.4594334,1253,135,39,7675.716775,541.6476056,1,0,Android,106.0,88.22662959770115,174,1.0,0.0,1252,0.9992019154030328,1
3394,retained,166,151,221.326175,3300,129,290,8247.329255,1591.195081,20,18,iPhone,8.3,54.61807453642385,419,1.0,0.9,3280,0.993939393939394,0
3395,retained,112,92,203.8139604,726,45,97,2500.914165,1649.389012,6,6,iPhone,18.666666666666668,27.18384961956522,142,1.0,1.0,720,0.9917355371900828,0
3396,retained,82,72,428.136065,2555,31,5,2990.750826,1765.60416,8,6,iPhone,10.25,41.53820591666667,36,1.0,0.75,2547,0.9968688845401176,0
3397,retained,82,68,186.9359725,864,0,28,2245.23533,1233.174657,9,7,iPhone,9.11111111111111,33.01816661764706,28,1.0,0.7777777777777778,855,0.9895833333333334,0
3398,retained,156,125,297.413259,3238,75,143,6263.552625,4473.385939,24,16,iPhone,6.5,50.108421,218,1.0,0.6666666666666666,3214,0.9925880172946264,0
3399,retained,51,43,179.1968309,2160,42,81,2760.27265,567.6849441,13,6,iPhone,3.923076923076923,64.19238720930232,123,1.0,0.4615384615384615,2147,0.9939814814814816,0
3400,retained,7,7,135.7666551,111,140,103,4490.277167,1408.838872,0,0,Android,inf,641.4681667142858,243,1.0,0.0,111,1.0,1
3401,retained,76,69,207.7686229,2921,41,20,3610.106386,1571.159654,7,3,Android,10.857142857142858,52.3203824057971,61,1.0,0.4285714285714285,2914,0.997603560424512,1
3402,churned,13,10,15.65419107,3493,127,13,4070.606081,1327.1603,0,0,iPhone,inf,407.0606081,140,1.0,0.0,3493,1.0,0
3403,retained,64,55,330.3662531,1411,5,72,1923.062464,505.2897654,3,0,Android,21.33333333333333,34.96477207272727,77,1.0,0.0,1408,0.9978738483345144,1
3404,retained,122,98,195.9343293,2807,0,6,3018.865344,1855.683257,23,18,iPhone,5.304347826086956,30.804748408163263,6,1.0,0.782608695652174,2784,0.9918061987887424,0
3405,retained,23,20,242.0943059,2520,27,50,5928.586415,3806.008148,28,24,iPhone,0.8214285714285714,296.42932075,77,1.0,0.8571428571428571,2492,0.9888888888888888,0
3406,retained,91,72,331.4010375,1055,0,44,1728.060908,539.7014118,15,13,Android,6.066666666666666,24.000845944444443,44,1.0,0.8666666666666667,1040,0.985781990521327,1
3407,retained,48,38,244.8097717,3372,135,0,3057.051134,2003.302401,11,11,Android,4.363636363636363,80.44871405263157,135,1.0,1.0,3361,0.9967378410438908,1
3408,retained,26,21,31.34421465,1144,216,0,1482.760142,540.8275218,31,22,Android,0.8387096774193549,70.60762580952381,216,1.0,0.7096774193548387,1113,0.972902097902098,1
3409,retained,115,115,150.1165661,2819,116,35,9174.109739,5138.979855,26,18,Android,4.423076923076923,79.77486729565217,151,1.0,0.6923076923076923,2793,0.9907768712309328,1
3410,retained,143,119,640.6507995,1376,10,0,2211.076042,1328.975413,27,24,iPhone,5.296296296296297,18.580470941176472,10,1.0,0.8888888888888888,1349,0.9803779069767442,0
3411,retained,62,62,64.97681695,1550,0,83,1714.705232,379.0245246,10,7,iPhone,6.2,27.656536,83,1.0,0.7,1540,0.9935483870967742,0
3412,retained,6,5,35.26107646,331,1085,0,605.2138464,238.9528762,30,24,Android,0.2,121.04276928,1085,1.0,0.8,301,0.9093655589123868,1
3413,retained,14,14,41.095243,3455,0,0,2747.506291,838.5460478,6,6,iPhone,2.333333333333333,196.25044935714288,0,0.0,1.0,3449,0.9982633863965268,0
3414,retained,67,66,80.22350758,1579,51,53,1710.309254,562.3011303,2,2,iPhone,33.5,25.913776575757577,104,1.0,1.0,1577,0.9987333755541482,0
3415,retained,70,57,75.55413318,2214,140,50,4017.434428,2430.074322,29,26,Android,2.413793103448276,70.48130575438597,190,1.0,0.896551724137931,2185,0.9869015356820234,1
3416,retained,33,33,107.587958,1787,238,0,5410.922551,225.4616725,15,8,iPhone,2.2,163.967350030303,238,1.0,0.5333333333333333,1772,0.9916060436485732,0
3417,retained,6,5,250.6107035,832,43,33,6106.587421,1881.489591,17,14,iPhone,0.3529411764705882,1221.3174842,76,1.0,0.8235294117647058,815,0.9795673076923076,0
3418,retained,421,338,557.5147843,2476,111,0,3559.629805,1872.965765,30,26,Android,14.033333333333331,10.531449127218934,111,1.0,0.8666666666666667,2446,0.9878836833602584,1
3419,retained,142,114,172.9658772,1514,0,29,3851.733448,2241.856243,29,24,Android,4.896551724137931,33.78713550877193,29,1.0,0.8275862068965517,1485,0.9808454425363275,1
3420,retained,236,190,465.7719402,3145,45,52,1499.589602,630.6470359,28,23,iPhone,8.428571428571429,7.892576852631579,97,1.0,0.8214285714285714,3117,0.9910969793322736,0
3421,retained,342,274,438.3166133,3334,29,108,1295.74346,1062.222857,20,13,iPhone,17.1,4.728990729927007,137,1.0,0.65,3314,0.994001199760048,0
3422,retained,17,17,63.17013008,203,295,21,2230.738156,1535.616197,19,15,iPhone,0.8947368421052632,131.21989152941177,316,1.0,0.7894736842105263,184,0.9064039408866996,0
3423,retained,211,169,263.8527718,1857,14,37,5996.644319,1669.519117,24,22,Android,8.791666666666666,35.48310247928994,51,1.0,0.9166666666666666,1833,0.9870759289176092,1
3424,churned,118,94,148.7527382,1282,302,63,7608.526823,2386.619582,19,14,iPhone,6.2105263157894735,80.94177471276596,365,1.0,0.7368421052631579,1263,0.985179407176287,0
3425,retained,47,38,50.90258893,1414,93,7,3736.684555,1029.550578,25,20,Android,1.88,98.33380407894737,100,1.0,0.8,1389,0.9823196605374824,1
3426,retained,38,34,116.2182436,1360,473,192,6200.900194,3735.049527,20,17,iPhone,1.9,182.37941747058824,665,1.0,0.85,1340,0.9852941176470588,0
3427,retained,212,170,525.0952816,1218,472,2,7515.591932,968.4374992,11,9,Android,19.272727272727277,44.20936430588235,474,1.0,0.8181818181818182,1207,0.9909688013136289,1
3428,,64,53,86.95517333,2703,0,0,8852.416454,6301.584585,5,2,iPhone,12.8,167.0267255471698,0,0.0,0.4,2698,0.9981502034776176,0
3429,churned,125,101,138.0457463,377,18,0,2960.081431,1856.807854,2,0,iPhone,62.5,29.30773694059406,18,1.0,0.0,375,0.9946949602122016,0
3430,retained,6,5,290.8976363,1113,27,3,773.5941953,476.3833363,11,6,iPhone,0.5454545454545454,154.71883906,30,1.0,0.5454545454545454,1102,0.9901168014375562,0
3431,retained,3,3,56.55882089,3282,15,2,8517.019303,666.3846063,7,2,iPhone,0.4285714285714285,2839.006434333333,17,1.0,0.2857142857142857,3275,0.997867154174284,0
3432,retained,24,24,259.3372164,2452,0,16,3602.453193,2445.877812,2,0,Android,12.0,150.10221637499998,16,1.0,0.0,2450,0.9991843393148452,1
3433,churned,19,15,454.2605601,1869,704,21,1370.305394,929.0708227,17,10,Android,1.1176470588235294,91.35369293333332,725,1.0,0.5882352941176471,1852,0.990904226859283,1
3434,retained,133,110,269.042039,295,44,21,1164.375786,656.6872815,6,6,iPhone,22.166666666666668,10.585234418181818,65,1.0,1.0,289,0.9796610169491524,0
3435,retained,8,7,202.7068036,1993,16,129,6932.392871,4619.807349,15,13,iPhone,0.5333333333333333,990.3418387142856,145,1.0,0.8666666666666667,1978,0.992473657802308,0
3436,retained,58,54,167.9681528,1506,0,0,3136.030744,2032.66806,9,8,Android,6.444444444444445,58.07464340740741,0,0.0,0.8888888888888888,1497,0.99402390438247,1
3437,retained,51,42,306.5169687,2740,83,20,8953.087835,1141.462987,8,3,Android,6.375,213.16875797619048,103,1.0,0.375,2732,0.997080291970803,1
3438,,40,32,48.19575876,3215,1,27,2607.972224,1824.301913,10,5,Android,4.0,81.499132,28,1.0,0.5,3205,0.9968895800933126,1
3439,retained,146,118,278.2231014,2147,63,67,3294.219548,1716.590292,16,13,iPhone,9.125,27.917114813559323,130,1.0,0.8125,2131,0.9925477410340008,0
3440,retained,74,60,250.3807668,2185,292,0,946.4868205,636.1192234,6,6,Android,12.333333333333334,15.774780341666666,292,1.0,1.0,2179,0.997254004576659,1
3441,churned,170,137,176.6068307,1879,113,12,2243.461087,1119.246131,16,10,iPhone,10.625,16.375628372262774,125,1.0,0.625,1863,0.9914848323576372,0
3442,,58,47,100.4676855,2465,100,0,1580.441769,1243.310624,3,0,iPhone,19.33333333333333,33.626420617021274,100,1.0,0.0,2462,0.9987829614604462,0
3443,retained,13,13,224.1824258,1777,125,0,3594.267521,1147.3885,28,23,iPhone,0.4642857142857143,276.482117,125,1.0,0.8214285714285714,1749,0.984243106359032,0
3444,retained,32,32,44.77057381,3330,83,25,6882.693231,4961.937871,21,16,iPhone,1.5238095238095235,215.08416346875,108,1.0,0.7619047619047619,3309,0.9936936936936936,0
3445,churned,140,112,174.1734302,3129,31,68,5132.737011,2002.227823,24,15,iPhone,5.833333333333333,45.82800902678572,99,1.0,0.625,3105,0.9923298178331736,0
3446,,55,44,195.0754278,1239,33,24,8599.176581,343.2644218,1,1,iPhone,55.0,195.4358313863636,57,1.0,1.0,1238,0.9991928974979822,0
3447,retained,146,118,226.3364683,2705,0,0,3660.012334,1012.161997,8,8,iPhone,18.25,31.017053677966103,0,0.0,1.0,2697,0.9970425138632164,0
3448,retained,16,16,85.35756673,3258,0,20,2247.855449,1547.041325,3,0,iPhone,5.333333333333333,140.4909655625,20,1.0,0.0,3255,0.9990791896869244,0
3449,retained,429,346,527.0439523,1448,159,0,1549.140302,577.9620922,7,2,Android,61.285714285714285,4.47728410982659,159,1.0,0.2857142857142857,1441,0.9951657458563536,1
3450,retained,30,25,119.4841234,1334,85,95,2999.795297,1760.706979,28,18,Android,1.0714285714285714,119.99181188,180,1.0,0.6428571428571429,1306,0.9790104947526236,1
3451,retained,0,0,210.0900878,2873,210,35,12012.32018,4804.667454,1,0,Android,0.0,inf,245,1.0,0.0,2872,0.9996519317786288,1
3452,retained,65,59,70.88611975,799,20,0,5826.643534,3756.476829,22,15,iPhone,2.9545454545454546,98.7566700677966,20,1.0,0.6818181818181818,777,0.9724655819774718,0
3453,,77,62,179.700892,2659,68,13,7895.271911,1537.464257,2,0,iPhone,38.5,127.34309533870967,81,1.0,0.0,2657,0.9992478375329072,0
3454,,44,44,232.8319903,819,207,0,1673.128294,1111.585474,31,28,iPhone,1.4193548387096775,38.02564304545455,207,1.0,0.9032258064516128,788,0.9621489621489622,0
3455,retained,34,34,115.8444987,701,101,0,5539.181305,915.4721354,26,18,Android,1.3076923076923077,162.91709720588236,101,1.0,0.6923076923076923,675,0.9629101283880172,1
3456,retained,4,3,136.3717091,2892,28,38,2569.879626,999.7784871,17,17,iPhone,0.2352941176470588,856.626542,66,1.0,1.0,2875,0.994121715076072,0
3457,churned,113,92,169.6963701,2527,185,0,1321.237958,646.9119826,3,0,Android,37.66666666666666,14.361282152173912,185,1.0,0.0,2524,0.998812821527503,1
3458,retained,37,37,192.5886356,2826,72,0,4963.095479,1028.809938,18,15,iPhone,2.055555555555556,134.13771564864865,72,1.0,0.8333333333333334,2808,0.9936305732484076,0
3459,retained,43,38,70.74406486,2590,177,23,7911.896149,1597.640022,29,28,iPhone,1.4827586206896552,208.20779339473685,200,1.0,0.9655172413793104,2561,0.9888030888030888,0
3460,retained,20,16,49.10031898,2085,5,30,6106.320016,3457.165286,24,17,iPhone,0.8333333333333334,381.645001,35,1.0,0.7083333333333334,2061,0.9884892086330936,0
3461,retained,7,7,205.2944157,2000,374,0,2372.172777,1605.645349,12,5,iPhone,0.5833333333333334,338.88182528571434,374,1.0,0.4166666666666667,1988,0.994,0
3462,retained,67,55,106.2261345,474,0,0,2403.451948,1417.202186,7,7,iPhone,9.571428571428571,43.69912632727272,0,0.0,1.0,467,0.9852320675105484,0
3463,retained,184,150,333.228918,1847,0,43,1847.852306,783.2830913,21,21,Android,8.761904761904763,12.319015373333333,43,1.0,1.0,1826,0.9886302111532216,1
3464,retained,353,283,371.4889255,3188,228,49,881.6914677,427.9512145,12,12,iPhone,29.416666666666668,3.115517553710247,277,1.0,1.0,3176,0.9962358845671268,0
3465,churned,258,207,288.5354763,1680,0,1,14580.54807,4785.298528,8,8,Android,32.25,70.43743028985507,1,1.0,1.0,1672,0.9952380952380953,1
3466,retained,77,63,124.621311,213,115,0,4842.505555,2465.993155,15,13,iPhone,5.133333333333334,76.86516753968253,115,1.0,0.8666666666666667,198,0.9295774647887324,0
3467,retained,27,27,83.13509524,3182,0,22,5793.777989,1391.86208,21,20,iPhone,1.2857142857142858,214.58436996296297,22,1.0,0.9523809523809524,3161,0.9934003771213074,0
3468,churned,106,86,267.1879619,724,474,0,7905.641072,6285.675405,21,15,iPhone,5.047619047619048,91.9260589767442,474,1.0,0.7142857142857143,703,0.9709944751381216,0
3469,retained,23,21,170.2584746,1250,64,25,3833.550673,2671.115317,30,20,iPhone,0.7666666666666667,182.55003204761903,89,1.0,0.6666666666666666,1220,0.976,0
3470,churned,72,59,135.0671761,1092,42,0,5887.918233,3109.982946,4,3,iPhone,18.0,99.7952242881356,42,1.0,0.75,1088,0.9963369963369964,0
3471,retained,147,118,284.2368818,2493,0,27,2660.457197,1276.312572,13,6,iPhone,11.307692307692308,22.54624743220339,27,1.0,0.4615384615384615,2480,0.9947853991175292,0
3472,retained,154,124,324.0896871,1193,20,17,5192.205528,3340.364582,4,2,iPhone,38.5,41.87262522580645,37,1.0,0.5,1189,0.9966471081307628,0
3473,retained,8,7,23.25777795,1531,71,0,876.1347239,408.339402,13,6,iPhone,0.6153846153846154,125.16210341428572,71,1.0,0.4615384615384615,1518,0.991508817766166,0
3474,retained,117,94,194.7214062,1510,238,0,3125.879944,865.504373,25,19,iPhone,4.68,33.25404195744681,238,1.0,0.76,1485,0.9834437086092715,0
3475,retained,191,153,483.3339233,3151,0,0,8426.423121,2592.933801,7,2,Android,27.285714285714285,55.07466092156863,0,0.0,0.2857142857142857,3144,0.997778483021263,1
3476,retained,1,1,99.3035489,1872,57,43,4010.2589,1335.481834,27,18,Android,0.037037037037037,4010.2589,100,1.0,0.6666666666666666,1845,0.9855769230769232,1
3477,retained,53,45,152.9778059,1254,0,0,4873.646383,1915.460244,27,24,Android,1.962962962962963,108.30325295555556,0,0.0,0.8888888888888888,1227,0.9784688995215312,1
3478,,102,82,201.6758188,802,109,160,2267.518453,266.3672331,29,21,iPhone,3.5172413793103448,27.65266406097561,269,1.0,0.7241379310344828,773,0.9638403990024936,0
3479,churned,33,27,83.10669105,2471,173,0,5256.008955,1158.886058,21,13,iPhone,1.5714285714285714,194.6669983333333,173,1.0,0.6190476190476191,2450,0.9915014164305948,0
3480,retained,61,49,148.6376708,228,18,9,11780.00917,5323.082374,14,9,iPhone,4.357142857142857,240.40835040816324,27,1.0,0.6428571428571429,214,0.9385964912280702,0
3481,retained,41,34,66.17630619,1012,100,0,2267.461743,1562.234899,28,18,iPhone,1.4642857142857142,66.69005126470587,100,1.0,0.6428571428571429,984,0.9723320158102768,0
3482,retained,282,248,359.133358,1493,200,0,1252.161973,981.7965999,27,24,iPhone,10.444444444444445,5.049040213709677,200,1.0,0.8888888888888888,1466,0.9819156061620896,0
3483,retained,62,50,90.46891988,1039,0,15,6558.564887,1501.683515,2,0,Android,31.0,131.17129774,15,1.0,0.0,1037,0.9980750721847932,1
3484,churned,17,17,144.9111402,2146,335,0,1073.93701,395.4831944,10,4,Android,1.7,63.17276529411765,335,1.0,0.4,2136,0.9953401677539608,1
3485,retained,3,3,169.173923,603,14,24,3215.010156,468.2211297,7,7,iPhone,0.4285714285714285,1071.670052,38,1.0,1.0,596,0.988391376451078,0
3486,retained,150,121,183.3153623,2304,132,30,6351.08784,940.2229755,7,6,iPhone,21.428571428571427,52.48832925619835,162,1.0,0.8571428571428571,2297,0.9969618055555556,0
3487,churned,76,68,228.4334101,3149,439,0,4989.68476,2501.559732,11,9,iPhone,6.909090909090909,73.37771705882354,439,1.0,0.8181818181818182,3138,0.996506827564306,0
3488,retained,21,17,84.89955712,1800,297,121,2753.246495,1743.727918,13,11,iPhone,1.6153846153846154,161.95567617647058,418,1.0,0.8461538461538461,1787,0.9927777777777778,0
3489,retained,236,189,296.6260556,2615,63,0,1690.073015,625.9489141,2,2,Android,118.0,8.942185264550265,63,1.0,1.0,2613,0.9992351816443594,1
3490,retained,35,28,240.0690484,758,1,70,6008.331433,1019.817604,26,17,iPhone,1.3461538461538465,214.5832654642857,71,1.0,0.6538461538461539,732,0.9656992084432716,0
3491,retained,77,63,719.2270884,1712,148,85,1149.077795,533.9710402,23,21,iPhone,3.347826086956522,18.23933007936508,233,1.0,0.9130434782608696,1689,0.9865654205607476,0
3492,retained,51,41,141.10142,2412,36,0,6904.992077,2925.494597,6,6,Android,8.5,168.41444090243905,36,1.0,1.0,2406,0.9975124378109452,1
3493,retained,278,230,298.6608,3429,63,0,2941.697629,1665.17064,24,21,Android,11.583333333333334,12.789989691304347,63,1.0,0.875,3405,0.9930008748906388,1
3494,retained,37,30,174.8372675,528,0,49,7961.427575,3814.763749,21,19,iPhone,1.761904761904762,265.3809191666667,49,1.0,0.9047619047619048,507,0.9602272727272728,0
